clothes,"('Shem that the dirt clothes', 'Investigator')",,
clothes,"('some clothes', 'Target_Child')",,
clothes,"('no put the clothes back in the dirt clothes Shem', 'Investigator')",,
clothes,"('you be get to mow the rug with the clothes basket', 'Investigator')",,
clothes,"('first they buy food to eat and clothes to wear', 'Investigator')",,
clothes,"('ad clothes on there', 'Target_Child')",,
clothes,"('clothes on the vacuum clean', 'Investigator')",,
clothes,"('he tell Nurse Nelly he be go to put on his operate clothes', 'Investigator')",,
clothes,"('and also a clothes and also dress', 'Target_Child')",,
clothes,"('and and you hafta take your clothes off in and here and put a suit on and put this hat on and go swim', 'Target_Child')",,
clothes,"('yeah and if you gonna hit a tree you you might clothes on', 'Target_Child')",,
clothes,"('have some clothes', 'Investigator')",,
clothes,"('if the tree fall down I ready wife my clothes on yeah', 'Target_Child')",,
clothes,"('or why be these clothes be blow by', 'Target_Child')",,
clothes,"('why be the clothes blow by', 'Investigator')",,
clothes,"('that so you will get any dirty on on your clothes', 'Target_Child')",,
clothes,"('and this one be keep your clothes from get all dirt', 'Target_Child')",,
clothes,"('no no no that so your clothes will get dirt', 'Target_Child')",,
clothes,"('the king be in his count house count out his money the queen be in the parlor eat bread and honey the maid be in the garden hang out the clothes there come a little and snip off her nose', 'Investigator')",,
food,"('you buy food', 'Investigator')","[0, ('make cake', 'Target_Child'), 'cake']","[4, ('oh can you bake a cake', 'Investigator'), 'cake']"
food,"('Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all', 'Mother')","[2, ('Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all', 'Mother'), 'potato']",
food,"('it a toy apple it a fake apple so she not steal any real food', 'Mother')","[2, ('it a toy apple it a fake apple so she not steal any real food', 'Mother'), 'apple']",
food,"('urruhh_ruhh_ruhh rrr_ra_ra_ra rrr_ra_ra_rah and and a kitty go meow meow meow my kitty go meow meow meow because he hungry bout food and milk', 'Target_Child')","[3, ('eat a cake in the bath tub', 'Target_Child'), 'cake']",
food,"('food', 'Target_Child')","[4, ('make cake', 'Target_Child'), 'cake']",
food,"('she smile it because she get food', 'Investigator')","[4, ('strawberry and what this one', 'Investigator'), 'strawberry']",
food,"('yeah and boat a home we go in we go in a store and buy a food the man thank_you', 'Target_Child')",,
food,"('okay that open the door and there food inside right', 'Investigator')",,
food,"('cat cat eat food', 'Target_Child')",,
food,"('cat eat food', 'Investigator')",,
food,"('the man have food', 'Investigator')",,
food,"('this deaf cat be eat the other cat food', 'Investigator')",,
food,"('a thief be take the thief be a all the food in there', 'Target_Child')",,
food,"('she steal on she steal the food', 'Target_Child')",,
food,"('food', 'Target_Child')",,
food,"('food what kind', 'Mother')",,
food,"('you buy food', 'Investigator')",,
food,"('yes mm they eat food slide down the hill', 'Investigator')",,
food,"('be the it to bring in food', 'Target_Child')",,
food,"('it the thing that you put food in', 'Investigator')",,
food,"('it the food bowl', 'Target_Child')",,
food,"('be a food bowl', 'Target_Child')",,
food,"('I a there food by the refrigerator', 'Target_Child')",,
food,"('food', 'Target_Child')",,
food,"('do you think he buy food', 'Investigator')",,
food,"('she want food and milk huh', 'Investigator')",,
food,"('poor little kitty have enough food in there', 'Father')",,
food,"('and he also could lick some food like that', 'Target_Child')",,
food,"('it look like a little rabbit food', 'Investigator')",,
food,"('we work hard so there will be enough food and house and clothing for our family', 'Investigator')",,
food,"('look at this food', 'Investigator')",,
food,"('farm alfalfa grow all kind of food', 'Investigator')",,
food,"('grocer cat will sell the food to other person in busy town', 'Investigator')",,
food,"('that how they get their food', 'Investigator')",,
food,"('first they buy food to eat and clothes to wear', 'Investigator')",,
food,"('look it it have food on it', 'Investigator')",,
food,"('until our food come', 'Target_Child')",,
food,"('but I have and the cat food do make my cat sick', 'Target_Child')",,
food,"('what kind of food be we gonna have', 'Investigator')",,
food,"('where the food for dinner', 'Investigator')",,
food,"('oh that what I mean that what I think it be call the co_op that the the place where you get your food the grocery place', 'Investigator')",,
food,"('yeah yeah and there some food in some box', 'Target_Child')",,
food,"('okay I clean all the food off', 'Target_Child')",,
food,"('he have food', 'Target_Child')",,
food,"('food', 'Investigator')",,
food,"('where do she have food', 'Investigator')",,
food,"('why do she have food on her hat', 'Investigator')",,
furniture,"('that because you roll on the furniture on those little mommy and daddy bed you just roll over on a mommy and daddy bed', 'Investigator')","[2, ('that because you roll on the furniture on those little mommy and daddy bed you just roll over on a mommy and daddy bed', 'Investigator'), 'bed']",
furniture,"('okay and then we can load up all of their furniture', 'Investigator')","[4, ('yeah you right that the name of a door you go out', 'Investigator'), 'door']",
furniture,"('come back and get the furniture too after', 'Mother')",,
furniture,"('I like your new furniture arrangement', 'Investigator')",,
furniture,"('all the piece of furniture too', 'Investigator')",,
furniture,"('because he at the furniture make store', 'Investigator')",,
furniture,"('that where they make furniture', 'Investigator')",,
furniture,"('Okay so should we have them all put in the new furniture', 'Investigator')",,
furniture,"('yeah new furniture', 'Target_Child')",,
furniture,"('or the same furniture but they just move it from their old house to their new house right', 'Investigator')",,
furniture,"('but first let put the furniture on', 'Investigator')",,
furniture,"('we put the furniture', 'Target_Child')",,
furniture,"('we just need furniture right', 'Investigator')",,
furniture,"('they way down at the bottom underneath all that furniture', 'Investigator')",,
furniture,"('and den take this we gonna move all the furniture like this', 'Target_Child')",,
furniture,"('that a mountain of furniture', 'Investigator')",,
furniture,"('be you gonna have move man to help them load the furniture', 'Investigator')",,
furniture,"('but first theirself move the furniture in though', 'Target_Child')",,
furniture,"('how shall we load the furniture in okay', 'Investigator')",,
toy,"('be toy', 'Target_Child')","[0, ('hey you know how to put that in that good oops wait a second look_it look there a little piece of tape stick out', 'Investigator'), 'stick']","[3, ('in the book', 'Investigator'), 'book']"
toy,"('and these toy airplane will go that far see', 'Investigator')","[2, ('and these toy airplane will go that far see', 'Investigator'), 'airplane']",
toy,"('right but this be just a toy airplane so it will go very far', 'Investigator')","[2, ('right but this be just a toy airplane so it will go very far', 'Investigator'), 'airplane']",
toy,"('that be fun and I play wife my toy after go to play wife my toy and read a book', 'Target_Child')","[2, ('that be fun and I play wife my toy after go to play wife my toy and read a book', 'Target_Child'), 'book']",
toy,"('when do you play with your toy and read a book', 'Investigator')","[2, ('when do you play with your toy and read a book', 'Investigator'), 'book']",
toy,"('oh so you climb on it up on top of all the toy to get up here', 'Investigator')","[4, ('I could drive a car that could pull a trailer but I do know if I could real drive a truck', 'Investigator'), 'truck']",
toy,"('be that tie onto that toy though', 'Investigator')","[4, ('so they all get pull by this truck', 'Investigator'), 'truck']",
toy,"('I can hold the toy ship and a little toy man', 'Investigator')","[4, ('what about the train', 'Investigator'), 'train']",
toy,"('oh you get lots_of tinker toy', 'Investigator')","[4, ('you go phooo and hit the ball with the bat', 'Investigator'), 'ball']",
toy,"('that my toy', 'Investigator')",,
toy,"('Shem do you have any toy you want to play with', 'Investigator')",,
toy,"('toy', 'Investigator')",,
toy,"('mm that a nice sound what can you do with this toy', 'Investigator')",,
toy,"('no because toy cry like the cage', 'Target_Child')",,
toy,"('I smash it and and a to the box and then toy', 'Target_Child')",,
toy,"('okay then we put the toy in here', 'Investigator')",,
toy,"('it a toy apple it a fake apple so she not steal any real food', 'Mother')",,
toy,"('toy do it', 'Target_Child')",,
toy,"('here you want your toy honey', 'Investigator')",,
toy,"('here your toy here', 'Investigator')",,
toy,"('I play wife Kevin and share toy', 'Target_Child')",,
toy,"('you share toy with him', 'Investigator')",,
toy,"('do he have good toy', 'Investigator')",,
toy,"('what kind of toy do he have', 'Investigator')",,
toy,"('no no he get toy at home', 'Target_Child')",,
toy,"('he have toy', 'Investigator')",,
toy,"('but it too little to drive it just a toy car', 'Investigator')",,
toy,"('Shem come in and say I like my toy outside so I can play with them', 'Father')",,
toy,"('those be thing that I make out my tinker toy', 'Target_Child')",,
toy,"('but I can get the other two toy okay', 'Target_Child')",,
toy,"('be they toy', 'Investigator')",,
toy,"('because I play with the toy', 'Target_Child')",,
toy,"('you play with toy so you do like to have your pajamas on', 'Investigator')",,
toy,"('and a little toy ship and some milk on a dish', 'Investigator')",,
toy,"('you sink our toy ship', 'Investigator')",,
toy,"('it actual it call a office toy', 'Investigator')",,
toy,"('nice to go over to Hilary house because you can try out all the new toy that there be', 'Father')",,
toy,"('be this a new toy', 'Investigator')",,
toy,"('the toy', 'Target_Child')",,
toy,"('you help him move his toy', 'Investigator')",,
toy,"('toy goose', 'Target_Child')",,
toy,"('I have to go to buy toy house', 'Target_Child')",,
toy,"('a toy house', 'Investigator')",,
toy,"('yep you can see all your toy here now which one do you wanna play with', 'Investigator')",,
toy,"('get to get the toy house', 'Target_Child')",,
toy,"('bring lots_of girl and boy basket full Easter toy', 'Target_Child')",,
toy,"('yeah that a special toy that', 'Target_Child')",,
toy,"('a fun toy', 'Target_Child')",,
toy,"('those and some of this be be this be their toy', 'Target_Child')",,
toy,"('that their toy', 'Investigator')",,
